year,util_practice_desc,state_name,reference_period_desc,Value
1997,GRAIN,WYOMING,YEAR,135.0
1996,GRAIN,WYOMING,YEAR,123.0
1995,GRAIN,WYOMING,YEAR,104.0
1994,GRAIN,WYOMING,YEAR,122.0
1993,GRAIN,WYOMING,YEAR,80.0
1992,GRAIN,WYOMING,YEAR,98.0
1991,GRAIN,WYOMING,YEAR,119.0
1990,GRAIN,WYOMING,YEAR,120.0
1989,GRAIN,WYOMING,YEAR,95.0
1988,GRAIN,WYOMING,YEAR,122.0
1987,GRAIN,WYOMING,YEAR,111.0
1986,GRAIN,WYOMING,YEAR,114.0
1985,GRAIN,WYOMING,YEAR,98.0
1984,GRAIN,WYOMING,YEAR,100.0
1983,GRAIN,WYOMING,YEAR,104.0
1982,GRAIN,WYOMING,YEAR,105.0
1981,GRAIN,WYOMING,YEAR,110.0
1980,GRAIN,WYOMING,YEAR,97.0
1979,GRAIN,WYOMING,YEAR,87.0
1978,GRAIN,WYOMING,YEAR,81.0
1977,GRAIN,WYOMING,YEAR,85.0
1976,GRAIN,WYOMING,YEAR,87.0
1975,GRAIN,WYOMING,YEAR,80.0
1974,GRAIN,WYOMING,YEAR,71.0
1973,GRAIN,WYOMING,YEAR,89.0
1972,GRAIN,WYOMING,YEAR,85.0
1971,GRAIN,WYOMING,YEAR,78.0
1970,GRAIN,WYOMING,YEAR,65.0
1969,GRAIN,WYOMING,YEAR,72.5
1968,GRAIN,WYOMING,YEAR,75.0
1967,GRAIN,WYOMING,YEAR,70.0
1966,GRAIN,WYOMING,YEAR,65.0
1965,GRAIN,WYOMING,YEAR,50.0
1964,GRAIN,WYOMING,YEAR,57.0
1963,GRAIN,WYOMING,YEAR,55.0
1962,GRAIN,WYOMING,YEAR,40.0
1961,GRAIN,WYOMING,YEAR,60.0
1960,GRAIN,WYOMING,YEAR,51.0
1959,GRAIN,WYOMING,YEAR,56.5
1958,GRAIN,WYOMING,YEAR,51.0
1957,GRAIN,WYOMING,YEAR,44.0
1956,GRAIN,WYOMING,YEAR,39.0
1955,GRAIN,WYOMING,YEAR,30.0
1954,GRAIN,WYOMING,YEAR,33.0
1953,GRAIN,WYOMING,YEAR,23.0
1952,GRAIN,WYOMING,YEAR,22.0
1951,GRAIN,WYOMING,YEAR,21.0
1950,GRAIN,WYOMING,YEAR,19.0
1949,GRAIN,WYOMING,YEAR,22.1
1948,GRAIN,WYOMING,YEAR,20.0
1947,GRAIN,WYOMING,YEAR,17.5
1946,GRAIN,WYOMING,YEAR,18.0
1945,GRAIN,WYOMING,YEAR,16.5
1944,GRAIN,WYOMING,YEAR,15.2
1943,GRAIN,WYOMING,YEAR,15.0
1942,GRAIN,WYOMING,YEAR,17.5
1941,GRAIN,WYOMING,YEAR,17.0
1940,GRAIN,WYOMING,YEAR,12.0
1939,GRAIN,WYOMING,YEAR,12.7
1938,GRAIN,WYOMING,YEAR,13.5
1937,GRAIN,WYOMING,YEAR,12.0
1936,GRAIN,WYOMING,YEAR,10.5
1935,GRAIN,WYOMING,YEAR,11.5
1934,GRAIN,WYOMING,YEAR,7.2
1933,GRAIN,WYOMING,YEAR,12.0
1932,GRAIN,WYOMING,YEAR,10.5
1931,GRAIN,WYOMING,YEAR,10.5
1930,GRAIN,WYOMING,YEAR,18.5
1929,GRAIN,WYOMING,YEAR,14.0
1928,GRAIN,WYOMING,YEAR,16.0
1927,GRAIN,WYOMING,YEAR,18.5
1926,GRAIN,WYOMING,YEAR,15.0
1925,GRAIN,WYOMING,YEAR,18.5
1924,GRAIN,WYOMING,YEAR,10.5
1923,GRAIN,WYOMING,YEAR,18.0
1922,GRAIN,WYOMING,YEAR,19.5
1921,GRAIN,WYOMING,YEAR,15.0
1920,GRAIN,WYOMING,YEAR,18.5
1919,GRAIN,WYOMING,YEAR,10.0
1918,GRAIN,WYOMING,YEAR,19.0
1917,GRAIN,WYOMING,YEAR,18.0
1916,GRAIN,WYOMING,YEAR,13.5
1915,GRAIN,WYOMING,YEAR,14.0
1914,GRAIN,WYOMING,YEAR,18.0
1913,GRAIN,WYOMING,YEAR,17.5
1912,GRAIN,WYOMING,YEAR,17.5
1911,GRAIN,WYOMING,YEAR,12.0
1910,GRAIN,WYOMING,YEAR,6.0
1909,GRAIN,WYOMING,YEAR,19.0
1908,GRAIN,WYOMING,YEAR,15.0
1907,GRAIN,WYOMING,YEAR,16.5
1906,GRAIN,WYOMING,YEAR,17.5
1905,GRAIN,WYOMING,YEAR,19.0
1904,GRAIN,WYOMING,YEAR,20.0
1903,GRAIN,WYOMING,YEAR,17.5
1902,GRAIN,WYOMING,YEAR,19.0
1901,GRAIN,WYOMING,YEAR,19.5
1900,GRAIN,WYOMING,YEAR,15.5
1899,GRAIN,WYOMING,YEAR,19.2
1898,GRAIN,WYOMING,YEAR,16.0
1897,GRAIN,WYOMING,YEAR,18.0
1896,GRAIN,WYOMING,YEAR,20.0
1895,GRAIN,WYOMING,YEAR,14.0
1894,GRAIN,WYOMING,YEAR,20.0
1893,GRAIN,WYOMING,YEAR,15.0
1892,GRAIN,WYOMING,YEAR,17.0
1891,GRAIN,WYOMING,YEAR,19.0
1890,GRAIN,WYOMING,YEAR,17.0
1889,GRAIN,WYOMING,YEAR,18.0
1985,GRAIN,ALABAMA,YEAR,74.2
1984,GRAIN,ALABAMA,YEAR,64.1
1983,GRAIN,ALABAMA,YEAR,58.2
1979,GRAIN,ALABAMA,YEAR,59.7
1978,GRAIN,ALABAMA,YEAR,47.2
1977,GRAIN,ALABAMA,YEAR,12.9
1976,GRAIN,ALABAMA,YEAR,54.5
1975,GRAIN,ALABAMA,YEAR,44.0
1974,GRAIN,ALABAMA,YEAR,39.0
1973,GRAIN,ALABAMA,YEAR,40.4
1972,GRAIN,ALABAMA,YEAR,41.5
1982,GRAIN,ARIZONA,YEAR,132.0
1981,GRAIN,ARIZONA,YEAR,130.0
1980,GRAIN,ARIZONA,YEAR,100.0
1979,GRAIN,ARIZONA,YEAR,112.5
1978,GRAIN,ARIZONA,YEAR,112.7
1977,GRAIN,ARIZONA,YEAR,96.2
1985,GRAIN,ARKANSAS,YEAR,107.0
1984,GRAIN,ARKANSAS,YEAR,93.0
1983,GRAIN,ARKANSAS,YEAR,77.6
1982,GRAIN,ARKANSAS,YEAR,84.0
1981,GRAIN,ARKANSAS,YEAR,60.0
1980,GRAIN,ARKANSAS,YEAR,22.0
1979,GRAIN,ARKANSAS,YEAR,52.0
1978,GRAIN,ARKANSAS,YEAR,58.0
1984,GRAIN,CALIFORNIA,YEAR,136.0
1983,GRAIN,CALIFORNIA,YEAR,128.0
1982,GRAIN,CALIFORNIA,YEAR,130.0
1981,GRAIN,CALIFORNIA,YEAR,130.0
1980,GRAIN,CALIFORNIA,YEAR,135.0
1979,GRAIN,CALIFORNIA,YEAR,117.0
1978,GRAIN,CALIFORNIA,YEAR,126.0
1985,GRAIN,COLORADO,YEAR,139.0
1984,GRAIN,COLORADO,YEAR,133.5
1983,GRAIN,COLORADO,YEAR,120.0
1982,GRAIN,COLORADO,YEAR,127.5
1981,GRAIN,COLORADO,YEAR,133.5
1980,GRAIN,COLORADO,YEAR,116.5
1979,GRAIN,COLORADO,YEAR,125.5
1978,GRAIN,COLORADO,YEAR,106.5
1977,GRAIN,COLORADO,YEAR,113.0
1976,GRAIN,COLORADO,YEAR,100.0
1975,GRAIN,COLORADO,YEAR,90.5
1985,GRAIN,DELAWARE,YEAR,108.4
1984,GRAIN,DELAWARE,YEAR,112.3
1983,GRAIN,DELAWARE,YEAR,74.5
1982,GRAIN,DELAWARE,YEAR,102.0
1981,GRAIN,DELAWARE,YEAR,84.1
1980,GRAIN,DELAWARE,YEAR,67.1
1979,GRAIN,DELAWARE,YEAR,94.3
1978,GRAIN,DELAWARE,YEAR,89.2
1977,GRAIN,DELAWARE,YEAR,51.0
1976,GRAIN,DELAWARE,YEAR,82.1
1975,GRAIN,DELAWARE,YEAR,91.0
1974,GRAIN,DELAWARE,YEAR,72.0
1973,GRAIN,DELAWARE,YEAR,85.0
1972,GRAIN,DELAWARE,YEAR,83.0
1986,GRAIN,FLORIDA,YEAR,56.4
1985,GRAIN,FLORIDA,YEAR,59.7
1984,GRAIN,FLORIDA,YEAR,63.5
1983,GRAIN,FLORIDA,YEAR,63.9
1982,GRAIN,FLORIDA,YEAR,63.6
1981,GRAIN,FLORIDA,YEAR,48.2
1980,GRAIN,FLORIDA,YEAR,45.5
1979,GRAIN,FLORIDA,YEAR,50.9
1978,GRAIN,FLORIDA,YEAR,50.0
1985,GRAIN,GEORGIA,YEAR,80.7
1984,GRAIN,GEORGIA,YEAR,80.0
1983,GRAIN,GEORGIA,YEAR,73.1
1982,GRAIN,GEORGIA,YEAR,84.3
1981,GRAIN,GEORGIA,YEAR,46.2
1980,GRAIN,GEORGIA,YEAR,36.7
1979,GRAIN,GEORGIA,YEAR,64.0
1978,GRAIN,GEORGIA,YEAR,47.8
1977,GRAIN,GEORGIA,YEAR,10.7
1976,GRAIN,GEORGIA,YEAR,58.2
1975,GRAIN,GEORGIA,YEAR,51.2
1974,GRAIN,GEORGIA,YEAR,52.6
1973,GRAIN,GEORGIA,YEAR,43.6
1972,GRAIN,GEORGIA,YEAR,47.8
1986,GRAIN,IDAHO,YEAR,127.9
1985,GRAIN,IDAHO,YEAR,123.5
1984,GRAIN,IDAHO,YEAR,116.4
1983,GRAIN,IDAHO,YEAR,117.2
1982,GRAIN,IDAHO,YEAR,118.3
1981,GRAIN,IDAHO,YEAR,113.3
1980,GRAIN,IDAHO,YEAR,102.9
1979,GRAIN,IDAHO,YEAR,86.3
1978,GRAIN,IDAHO,YEAR,85.5
1977,GRAIN,IDAHO,YEAR,83.9
1976,GRAIN,IDAHO,YEAR,83.0
1975,GRAIN,IDAHO,YEAR,80.6
1985,GRAIN,ILLINOIS,YEAR,135.0
1984,GRAIN,ILLINOIS,YEAR,114.0
1985,GRAIN,INDIANA,YEAR,122.6
1984,GRAIN,INDIANA,YEAR,116.5
1983,GRAIN,INDIANA,YEAR,72.3
1982,GRAIN,INDIANA,YEAR,125.7
1981,GRAIN,INDIANA,YEAR,106.8
1980,GRAIN,INDIANA,YEAR,95.6
1979,GRAIN,INDIANA,YEAR,108.1
1978,GRAIN,INDIANA,YEAR,104.6
1977,GRAIN,INDIANA,YEAR,99.0
1976,GRAIN,INDIANA,YEAR,106.6
1975,GRAIN,INDIANA,YEAR,94.3
1974,GRAIN,INDIANA,YEAR,72.3
1973,GRAIN,INDIANA,YEAR,101.8
1972,GRAIN,INDIANA,YEAR,103.4
1974,GRAIN,IOWA,YEAR,79.0
1985,GRAIN,KENTUCKY,YEAR,92.5
1984,GRAIN,KENTUCKY,YEAR,97.5
1983,GRAIN,KENTUCKY,YEAR,42.7
1982,GRAIN,KENTUCKY,YEAR,102.2
1981,GRAIN,KENTUCKY,YEAR,97.1
1980,GRAIN,KENTUCKY,YEAR,69.5
1979,GRAIN,KENTUCKY,YEAR,100.5
1978,GRAIN,KENTUCKY,YEAR,84.4
1985,GRAIN,LOUISIANA,YEAR,111.3
1984,GRAIN,LOUISIANA,YEAR,113.6
1983,GRAIN,LOUISIANA,YEAR,88.4
1982,GRAIN,LOUISIANA,YEAR,74.4
1981,GRAIN,LOUISIANA,YEAR,70.7
1980,GRAIN,LOUISIANA,YEAR,38.3
1979,GRAIN,LOUISIANA,YEAR,51.5
1978,GRAIN,LOUISIANA,YEAR,55.5
1985,GRAIN,MARYLAND,YEAR,109.8
1984,GRAIN,MARYLAND,YEAR,117.8
1983,GRAIN,MARYLAND,YEAR,67.5
1982,GRAIN,MARYLAND,YEAR,102.8
1981,GRAIN,MARYLAND,YEAR,101.9
1980,GRAIN,MARYLAND,YEAR,61.4
1979,GRAIN,MARYLAND,YEAR,84.5
1978,GRAIN,MARYLAND,YEAR,82.1
1977,GRAIN,MARYLAND,YEAR,59.2
1976,GRAIN,MARYLAND,YEAR,78.3
1975,GRAIN,MARYLAND,YEAR,92.0
1974,GRAIN,MARYLAND,YEAR,86.0
1973,GRAIN,MARYLAND,YEAR,85.0
1972,GRAIN,MARYLAND,YEAR,79.0
1986,GRAIN,MICHIGAN,YEAR,49.0
1985,GRAIN,MICHIGAN,YEAR,105.0
1984,GRAIN,MICHIGAN,YEAR,83.4
1983,GRAIN,MICHIGAN,YEAR,91.5
1982,GRAIN,MICHIGAN,YEAR,106.6
1981,GRAIN,MICHIGAN,YEAR,95.3
1977,GRAIN,MICHIGAN,YEAR,83.3
1976,GRAIN,MICHIGAN,YEAR,68.4
1975,GRAIN,MICHIGAN,YEAR,79.3
1974,GRAIN,MICHIGAN,YEAR,59.1
1973,GRAIN,MICHIGAN,YEAR,78.4
1972,GRAIN,MICHIGAN,YEAR,80.1
1990,GRAIN,MINNESOTA,YEAR,123.0
1989,GRAIN,MINNESOTA,YEAR,123.2
1988,GRAIN,MINNESOTA,YEAR,61.0
1987,GRAIN,MINNESOTA,YEAR,112.9
1986,GRAIN,MINNESOTA,YEAR,108.4
1985,GRAIN,MINNESOTA,YEAR,110.9
1984,GRAIN,MINNESOTA,YEAR,105.4
1983,GRAIN,MINNESOTA,YEAR,82.7
1982,GRAIN,MINNESOTA,YEAR,112.1
1981,GRAIN,MINNESOTA,YEAR,108.4
1980,GRAIN,MINNESOTA,YEAR,96.2
1979,GRAIN,MINNESOTA,YEAR,99.0
1978,GRAIN,MINNESOTA,YEAR,103.3
1977,GRAIN,MINNESOTA,YEAR,99.3
1976,GRAIN,MINNESOTA,YEAR,58.3
1975,GRAIN,MINNESOTA,YEAR,69.2
1974,GRAIN,MINNESOTA,YEAR,61.5
1973,GRAIN,MINNESOTA,YEAR,92.5
1972,GRAIN,MINNESOTA,YEAR,92.2
1985,GRAIN,MISSISSIPPI,YEAR,65.7
1984,GRAIN,MISSISSIPPI,YEAR,67.1
1983,GRAIN,MISSISSIPPI,YEAR,60.7
1982,GRAIN,MISSISSIPPI,YEAR,58.7
1981,GRAIN,MISSISSIPPI,YEAR,53.7
1980,GRAIN,MISSISSIPPI,YEAR,24.0
1979,GRAIN,MISSISSIPPI,YEAR,50.2
1978,GRAIN,MISSISSIPPI,YEAR,54.0
1985,GRAIN,MISSOURI,YEAR,109.4
1984,GRAIN,MISSOURI,YEAR,78.7
1983,GRAIN,MISSOURI,YEAR,50.0
1982,GRAIN,MISSOURI,YEAR,99.4
1981,GRAIN,MISSOURI,YEAR,105.1
1980,GRAIN,MISSOURI,YEAR,49.7
1979,GRAIN,MISSOURI,YEAR,101.7
1978,GRAIN,MISSOURI,YEAR,86.2
1977,GRAIN,MISSOURI,YEAR,74.2
1976,GRAIN,MISSOURI,YEAR,59.5
1975,GRAIN,MISSOURI,YEAR,62.2
1974,GRAIN,MISSOURI,YEAR,51.9
1973,GRAIN,MISSOURI,YEAR,86.7
1972,GRAIN,MISSOURI,YEAR,89.6
1990,GRAIN,NEBRASKA,YEAR,127.0
1989,GRAIN,NEBRASKA,YEAR,120.1
1988,GRAIN,NEBRASKA,YEAR,123.3
1987,GRAIN,NEBRASKA,YEAR,130.0
1986,GRAIN,NEBRASKA,YEAR,126.9
1985,GRAIN,NEBRASKA,YEAR,127.3
1984,GRAIN,NEBRASKA,YEAR,114.8
1983,GRAIN,NEBRASKA,YEAR,96.2
1982,GRAIN,NEBRASKA,YEAR,109.2
1981,GRAIN,NEBRASKA,YEAR,114.3
1980,GRAIN,NEBRASKA,YEAR,84.2
1979,GRAIN,NEBRASKA,YEAR,114.5
1978,GRAIN,NEBRASKA,YEAR,112.2
1977,GRAIN,NEBRASKA,YEAR,97.5
1976,GRAIN,NEBRASKA,YEAR,84.0
1975,GRAIN,NEBRASKA,YEAR,84.3
1974,GRAIN,NEBRASKA,YEAR,68.0
1973,GRAIN,NEBRASKA,YEAR,93.6
1972,GRAIN,NEBRASKA,YEAR,103.1
1983,GRAIN,NEW JERSEY,YEAR,66.5
1982,GRAIN,NEW JERSEY,YEAR,99.1
1985,GRAIN,NEW MEXICO,YEAR,152.7
1984,GRAIN,NEW MEXICO,YEAR,143.2
1983,GRAIN,NEW MEXICO,YEAR,137.3
1982,GRAIN,NEW MEXICO,YEAR,123.1
1981,GRAIN,NEW MEXICO,YEAR,126.1
1980,GRAIN,NEW MEXICO,YEAR,86.5
1979,GRAIN,NEW MEXICO,YEAR,111.0
1978,GRAIN,NEW MEXICO,YEAR,103.1
1985,GRAIN,NEW YORK,YEAR,93.7
1984,GRAIN,NEW YORK,YEAR,90.3
1983,GRAIN,NEW YORK,YEAR,89.3
1982,GRAIN,NEW YORK,YEAR,90.8
1981,GRAIN,NEW YORK,YEAR,90.8
1980,GRAIN,NEW YORK,YEAR,91.7
1979,GRAIN,NEW YORK,YEAR,89.3
1978,GRAIN,NEW YORK,YEAR,84.6
1977,GRAIN,NEW YORK,YEAR,78.4
1976,GRAIN,NEW YORK,YEAR,77.6
1985,GRAIN,NORTH CAROLINA,YEAR,77.1
1984,GRAIN,NORTH CAROLINA,YEAR,88.4
1983,GRAIN,NORTH CAROLINA,YEAR,57.3
1982,GRAIN,NORTH CAROLINA,YEAR,97.8
1981,GRAIN,NORTH CAROLINA,YEAR,76.4
1979,GRAIN,NORTH CAROLINA,YEAR,75.1
1978,GRAIN,NORTH CAROLINA,YEAR,75.1
1984,GRAIN,NORTH DAKOTA,YEAR,65.6
1983,GRAIN,NORTH DAKOTA,YEAR,65.2
1982,GRAIN,NORTH DAKOTA,YEAR,66.7
1985,GRAIN,OHIO,YEAR,126.7
1984,GRAIN,OHIO,YEAR,117.4
1983,GRAIN,OHIO,YEAR,79.4
1982,GRAIN,OHIO,YEAR,113.3
1981,GRAIN,OHIO,YEAR,94.5
1980,GRAIN,OHIO,YEAR,112.1
1979,GRAIN,OHIO,YEAR,114.4
1978,GRAIN,OHIO,YEAR,104.4
1977,GRAIN,OHIO,YEAR,104.1
1976,GRAIN,OHIO,YEAR,102.5
1975,GRAIN,OHIO,YEAR,92.3
1974,GRAIN,OHIO,YEAR,74.4
1973,GRAIN,OHIO,YEAR,79.2
1972,GRAIN,OHIO,YEAR,90.6
1982,GRAIN,OKLAHOMA,YEAR,93.8
1981,GRAIN,OKLAHOMA,YEAR,81.8
1980,GRAIN,OKLAHOMA,YEAR,61.8
1979,GRAIN,OKLAHOMA,YEAR,103.1
1978,GRAIN,OKLAHOMA,YEAR,52.8
1990,GRAIN,OREGON,YEAR,54.0
1989,GRAIN,OREGON,YEAR,70.4
1988,GRAIN,OREGON,YEAR,60.0
1987,GRAIN,OREGON,YEAR,165.0
1986,GRAIN,OREGON,YEAR,160.0
1985,GRAIN,OREGON,YEAR,161.0
1984,GRAIN,OREGON,YEAR,155.3
1983,GRAIN,OREGON,YEAR,157.2
1982,GRAIN,OREGON,YEAR,156.0
1981,GRAIN,OREGON,YEAR,129.1
1980,GRAIN,OREGON,YEAR,102.1
1979,GRAIN,OREGON,YEAR,90.0
1978,GRAIN,OREGON,YEAR,94.7
1990,GRAIN,PENNSYLVANIA,YEAR,79.4
1985,GRAIN,SOUTH CAROLINA,YEAR,87.7
1984,GRAIN,SOUTH CAROLINA,YEAR,77.3
1983,GRAIN,SOUTH CAROLINA,YEAR,61.3
1982,GRAIN,SOUTH CAROLINA,YEAR,86.6
1981,GRAIN,SOUTH CAROLINA,YEAR,55.8
1980,GRAIN,SOUTH CAROLINA,YEAR,46.4
1979,GRAIN,SOUTH CAROLINA,YEAR,78.9
1978,GRAIN,SOUTH CAROLINA,YEAR,55.1
1977,GRAIN,SOUTH CAROLINA,YEAR,32.6
1976,GRAIN,SOUTH CAROLINA,YEAR,69.4
1975,GRAIN,SOUTH CAROLINA,YEAR,60.3
1974,GRAIN,SOUTH CAROLINA,YEAR,55.7
1973,GRAIN,SOUTH CAROLINA,YEAR,49.9
1988,GRAIN,SOUTH DAKOTA,YEAR,53.2
1987,GRAIN,SOUTH DAKOTA,YEAR,82.1
1985,GRAIN,SOUTH DAKOTA,YEAR,82.6
1984,GRAIN,SOUTH DAKOTA,YEAR,64.9
1983,GRAIN,SOUTH DAKOTA,YEAR,52.2
1982,GRAIN,SOUTH DAKOTA,YEAR,70.9
1981,GRAIN,SOUTH DAKOTA,YEAR,68.9
1980,GRAIN,SOUTH DAKOTA,YEAR,51.4
1979,GRAIN,SOUTH DAKOTA,YEAR,72.7
1978,GRAIN,SOUTH DAKOTA,YEAR,66.0
1977,GRAIN,SOUTH DAKOTA,YEAR,57.8
1976,GRAIN,SOUTH DAKOTA,YEAR,25.0
1975,GRAIN,SOUTH DAKOTA,YEAR,36.4
1983,GRAIN,TENNESSEE,YEAR,47.0
1985,GRAIN,TEXAS,YEAR,104.3
1984,GRAIN,TEXAS,YEAR,90.4
1983,GRAIN,TEXAS,YEAR,95.8
1982,GRAIN,TEXAS,YEAR,103.5
1981,GRAIN,TEXAS,YEAR,114.9
1980,GRAIN,TEXAS,YEAR,84.3
1979,GRAIN,TEXAS,YEAR,103.3
1978,GRAIN,TEXAS,YEAR,98.5
1990,GRAIN,UTAH,YEAR,133.0
1989,GRAIN,UTAH,YEAR,125.7
1988,GRAIN,UTAH,YEAR,118.6
1985,GRAIN,UTAH,YEAR,108.2
1984,GRAIN,UTAH,YEAR,104.9
1983,GRAIN,UTAH,YEAR,90.6
1982,GRAIN,UTAH,YEAR,105.6
1981,GRAIN,UTAH,YEAR,91.7
1980,GRAIN,UTAH,YEAR,83.3
1979,GRAIN,UTAH,YEAR,83.6
1978,GRAIN,UTAH,YEAR,80.0
1977,GRAIN,UTAH,YEAR,77.1
1976,GRAIN,UTAH,YEAR,79.4
1975,GRAIN,UTAH,YEAR,75.9
1983,GRAIN,VIRGINIA,YEAR,47.5
1982,GRAIN,VIRGINIA,YEAR,100.5
1981,GRAIN,VIRGINIA,YEAR,89.5
1976,GRAIN,VIRGINIA,YEAR,77.5
1990,GRAIN,WASHINGTON,YEAR,175.0
1989,GRAIN,WASHINGTON,YEAR,175.0
1988,GRAIN,WASHINGTON,YEAR,170.0
1987,GRAIN,WASHINGTON,YEAR,170.0
1986,GRAIN,WASHINGTON,YEAR,170.0
1985,GRAIN,WASHINGTON,YEAR,160.0
1984,GRAIN,WASHINGTON,YEAR,155.0
1983,GRAIN,WASHINGTON,YEAR,160.0
1982,GRAIN,WASHINGTON,YEAR,150.0
1981,GRAIN,WASHINGTON,YEAR,130.0
1980,GRAIN,WASHINGTON,YEAR,125.0
1979,GRAIN,WASHINGTON,YEAR,123.0
1978,GRAIN,WASHINGTON,YEAR,114.0
1984,GRAIN,WEST VIRGINIA,YEAR,99.0
1979,GRAIN,WEST VIRGINIA,YEAR,86.1
1978,GRAIN,WEST VIRGINIA,YEAR,74.4
1990,GRAIN,WISCONSIN,YEAR,95.7
1985,GRAIN,WYOMING,YEAR,98.0
1984,GRAIN,WYOMING,YEAR,100.0
1983,GRAIN,WYOMING,YEAR,104.0
1982,GRAIN,WYOMING,YEAR,105.0
1981,GRAIN,WYOMING,YEAR,110.0
1980,GRAIN,WYOMING,YEAR,94.4
1979,GRAIN,WYOMING,YEAR,84.1
1978,GRAIN,WYOMING,YEAR,78.7
2021,SILAGE,OTHER STATES,YEAR,0.0
2020,SILAGE,OTHER STATES,YEAR,0.0
2019,SILAGE,OTHER STATES,YEAR,0.0
2018,SILAGE,OTHER STATES,YEAR,0.0
2017,SILAGE,OTHER STATES,YEAR,0.0
2015,SILAGE,OTHER STATES,YEAR,0.0
2023,SILAGE,ALABAMA,YEAR,16.0
2022,SILAGE,ALABAMA,YEAR,15.0
2021,SILAGE,ALABAMA,YEAR,18.0
2020,SILAGE,ALABAMA,YEAR,16.0
2019,SILAGE,ALABAMA,YEAR,13.0
2018,SILAGE,ALABAMA,YEAR,16.0
2017,SILAGE,ALABAMA,YEAR,17.0
2016,SILAGE,ALABAMA,YEAR,16.0
2015,SILAGE,ALABAMA,YEAR,15.0
2014,SILAGE,ALABAMA,YEAR,17.0
2013,SILAGE,ALABAMA,YEAR,17.0
2012,SILAGE,ALABAMA,YEAR,12.0
2011,SILAGE,ALABAMA,YEAR,9.0
2010,SILAGE,ALABAMA,YEAR,15.0
2009,SILAGE,ALABAMA,YEAR,13.0
2008,SILAGE,ALABAMA,YEAR,15.0
2007,SILAGE,ALABAMA,YEAR,8.0
2006,SILAGE,ALABAMA,YEAR,8.0
2005,SILAGE,ALABAMA,YEAR,16.0
2004,SILAGE,ALABAMA,YEAR,17.0
2003,SILAGE,ALABAMA,YEAR,12.0
2002,SILAGE,ALABAMA,YEAR,12.0
2001,SILAGE,ALABAMA,YEAR,13.0
2000,SILAGE,ALABAMA,YEAR,9.0
1999,SILAGE,ALABAMA,YEAR,11.0
1998,SILAGE,ALABAMA,YEAR,6.0
1997,SILAGE,ALABAMA,YEAR,14.0
1996,SILAGE,ALABAMA,YEAR,11.0
1995,SILAGE,ALABAMA,YEAR,8.0
1994,SILAGE,ALABAMA,YEAR,15.0
1993,SILAGE,ALABAMA,YEAR,9.0
1992,SILAGE,ALABAMA,YEAR,13.0
1991,SILAGE,ALABAMA,YEAR,10.0
1990,SILAGE,ALABAMA,YEAR,10.0
1989,SILAGE,ALABAMA,YEAR,10.0
1988,SILAGE,ALABAMA,YEAR,8.0
1987,SILAGE,ALABAMA,YEAR,10.0
1986,SILAGE,ALABAMA,YEAR,9.0
1985,SILAGE,ALABAMA,YEAR,12.0
1984,SILAGE,ALABAMA,YEAR,10.5
1983,SILAGE,ALABAMA,YEAR,11.0
1982,SILAGE,ALABAMA,YEAR,12.0
1981,SILAGE,ALABAMA,YEAR,12.0
1980,SILAGE,ALABAMA,YEAR,7.5
1979,SILAGE,ALABAMA,YEAR,11.5
1978,SILAGE,ALABAMA,YEAR,10.0
1977,SILAGE,ALABAMA,YEAR,7.0
1976,SILAGE,ALABAMA,YEAR,11.5
1975,SILAGE,ALABAMA,YEAR,10.0
1974,SILAGE,ALABAMA,YEAR,12.0
1973,SILAGE,ALABAMA,YEAR,11.0
1972,SILAGE,ALABAMA,YEAR,11.0
1971,SILAGE,ALABAMA,YEAR,11.0
1970,SILAGE,ALABAMA,YEAR,9.5
1969,SILAGE,ALABAMA,YEAR,10.0
1968,SILAGE,ALABAMA,YEAR,9.5
1967,SILAGE,ALABAMA,YEAR,11.5
1966,SILAGE,ALABAMA,YEAR,9.0
1965,SILAGE,ALABAMA,YEAR,9.0
1964,SILAGE,ALABAMA,YEAR,9.0
1963,SILAGE,ALABAMA,YEAR,9.0
1962,SILAGE,ALABAMA,YEAR,8.5
1961,SILAGE,ALABAMA,YEAR,8.5
1960,SILAGE,ALABAMA,YEAR,7.0
1959,SILAGE,ALABAMA,YEAR,7.5
1958,SILAGE,ALABAMA,YEAR,7.5
1957,SILAGE,ALABAMA,YEAR,6.5
1956,SILAGE,ALABAMA,YEAR,5.5
1955,SILAGE,ALABAMA,YEAR,7.5
1954,SILAGE,ALABAMA,YEAR,5.0
1953,SILAGE,ALABAMA,YEAR,6.0
1952,SILAGE,ALABAMA,YEAR,4.5
1951,SILAGE,ALABAMA,YEAR,5.0
1950,SILAGE,ALABAMA,YEAR,4.5
1949,SILAGE,ALABAMA,YEAR,6.0
1948,SILAGE,ALABAMA,YEAR,5.0
1947,SILAGE,ALABAMA,YEAR,5.0
1946,SILAGE,ALABAMA,YEAR,4.5
1945,SILAGE,ALABAMA,YEAR,5.0
1944,SILAGE,ALABAMA,YEAR,5.0
1943,SILAGE,ALABAMA,YEAR,5.0
1942,SILAGE,ALABAMA,YEAR,4.5
1941,SILAGE,ALABAMA,YEAR,4.5
1940,SILAGE,ALABAMA,YEAR,4.5
1939,SILAGE,ALABAMA,YEAR,4.6
1938,SILAGE,ALABAMA,YEAR,5.0
1937,SILAGE,ALABAMA,YEAR,4.5
